"STATION","NAME","DATE","TAVG","TMAX","TMIN","TOBS"
"US1WAKG0035","WOODINVILLE 1.7 SE, WA US","2020-01-02",,,,
"US1WAKG0035","WOODINVILLE 1.7 SE, WA US","2020-01-03",,,,
"US1WAKG0035","WOODINVILLE 1.7 SE, WA US","2020-01-04",,,,
"US1WAKG0035","WOODINVILLE 1.7 SE, WA US","2020-01-05",,,,
"US1WAKG0035","WOODINVILLE 1.7 SE, WA US","2020-01-06",,,,
"US1WAKG0035","WOODINVILLE 1.7 SE, WA US","2020-01-07",,,,
"US1WAKG0035","WOODINVILLE 1.7 SE, WA US","2020-01-08",,,,
"US1WAKG0035","WOODINVILLE 1.7 SE, WA US","2020-01-09",,,,
"US1WAKG0035","WOODINVILLE 1.7 SE, WA US","2020-01-10",,,,
"US1WAKG0035","WOODINVILLE 1.7 SE, WA US","2020-01-11",,,,
"US1WAKG0035","WOODINVILLE 1.7 SE, WA US","2020-01-12",,,,
"US1WAKG0035","WOODINVILLE 1.7 SE, WA US","2020-01-13",,,,
"US1WAKG0035","WOODINVILLE 1.7 SE, WA US","2020-01-14",,,,
"US1WAKG0035","WOODINVILLE 1.7 SE, WA US","2020-01-15",,,,
"US1WAKG0035","WOODINVILLE 1.7 SE, WA US","2020-01-16",,,,
"US1WAKG0035","WOODINVILLE 1.7 SE, WA US","2020-01-17",,,,
"US1WAKG0035","WOODINVILLE 1.7 SE, WA US","2020-01-18",,,,
"US1WAKG0035","WOODINVILLE 1.7 SE, WA US","2020-01-19",,,,
"US1WAKG0035","WOODINVILLE 1.7 SE, WA US","2020-01-20",,,,
"US1WAKG0035","WOODINVILLE 1.7 SE, WA US","2020-01-21",,,,
"US1WAKG0035","WOODINVILLE 1.7 SE, WA US","2020-01-22",,,,
"US1WAKG0035","WOODINVILLE 1.7 SE, WA US","2020-01-23",,,,
"US1WAKG0035","WOODINVILLE 1.7 SE, WA US","2020-01-24",,,,
"US1WAKG0035","WOODINVILLE 1.7 SE, WA US","2020-01-25",,,,
"US1WAKG0035","WOODINVILLE 1.7 SE, WA US","2020-01-26",,,,
"US1WAKG0035","WOODINVILLE 1.7 SE, WA US","2020-01-27",,,,
"US1WAKG0035","WOODINVILLE 1.7 SE, WA US","2020-01-28",,,,
"US1WAKG0035","WOODINVILLE 1.7 SE, WA US","2020-01-29",,,,
"US1WAKG0035","WOODINVILLE 1.7 SE, WA US","2020-01-30",,,,
"US1WAKG0035","WOODINVILLE 1.7 SE, WA US","2020-01-31",,,,
"US1WAKG0079","SEATTLE 3.0 WNW, WA US","2020-01-01",,,,
"US1WAKG0079","SEATTLE 3.0 WNW, WA US","2020-01-02",,,,
"US1WAKG0079","SEATTLE 3.0 WNW, WA US","2020-01-03",,,,
"US1WAKG0079","SEATTLE 3.0 WNW, WA US","2020-01-04",,,,
"US1WAKG0079","SEATTLE 3.0 WNW, WA US","2020-01-05",,,,
"US1WAKG0079","SEATTLE 3.0 WNW, WA US","2020-01-06",,,,
"US1WAKG0079","SEATTLE 3.0 WNW, WA US","2020-01-07",,,,
"US1WAKG0079","SEATTLE 3.0 WNW, WA US","2020-01-08",,,,
"US1WAKG0079","SEATTLE 3.0 WNW, WA US","2020-01-09",,,,
"US1WAKG0079","SEATTLE 3.0 WNW, WA US","2020-01-10",,,,
"US1WAKG0079","SEATTLE 3.0 WNW, WA US","2020-01-11",,,,
"US1WAKG0079","SEATTLE 3.0 WNW, WA US","2020-01-12",,,,
"US1WAKG0079","SEATTLE 3.0 WNW, WA US","2020-01-13",,,,
"US1WAKG0079","SEATTLE 3.0 WNW, WA US","2020-01-14",,,,
"US1WAKG0079","SEATTLE 3.0 WNW, WA US","2020-01-15",,,,
"US1WAKG0079","SEATTLE 3.0 WNW, WA US","2020-01-16",,,,
"US1WAKG0079","SEATTLE 3.0 WNW, WA US","2020-01-17",,,,
"US1WAKG0079","SEATTLE 3.0 WNW, WA US","2020-01-18",,,,
"US1WAKG0079","SEATTLE 3.0 WNW, WA US","2020-01-19",,,,
"US1WAKG0079","SEATTLE 3.0 WNW, WA US","2020-01-20",,,,
"US1WAKG0079","SEATTLE 3.0 WNW, WA US","2020-01-21",,,,
"US1WAKG0079","SEATTLE 3.0 WNW, WA US","2020-01-22",,,,
"US1WAKG0079","SEATTLE 3.0 WNW, WA US","2020-01-23",,,,
"US1WAKG0079","SEATTLE 3.0 WNW, WA US","2020-01-24",,,,
"US1WAKG0079","SEATTLE 3.0 WNW, WA US","2020-01-25",,,,
"US1WAKG0079","SEATTLE 3.0 WNW, WA US","2020-01-26",,,,
"US1WAKG0079","SEATTLE 3.0 WNW, WA US","2020-01-27",,,,
"US1WAKG0079","SEATTLE 3.0 WNW, WA US","2020-01-28",,,,
"US1WAKG0079","SEATTLE 3.0 WNW, WA US","2020-01-29",,,,
"US1WAKG0079","SEATTLE 3.0 WNW, WA US","2020-01-30",,,,
"US1WAKG0079","SEATTLE 3.0 WNW, WA US","2020-01-31",,,,
"US1WAKG0033","SHERIDAN BEACH 3.7 S, WA US","2020-01-01",,,,
"US1WAKG0033","SHERIDAN BEACH 3.7 S, WA US","2020-01-02",,,,
"US1WAKG0033","SHERIDAN BEACH 3.7 S, WA US","2020-01-03",,,,
"US1WAKG0033","SHERIDAN BEACH 3.7 S, WA US","2020-01-04",,,,
"US1WAKG0033","SHERIDAN BEACH 3.7 S, WA US","2020-01-05",,,,
"US1WAKG0033","SHERIDAN BEACH 3.7 S, WA US","2020-01-06",,,,
"US1WAKG0033","SHERIDAN BEACH 3.7 S, WA US","2020-01-07",,,,
"US1WAKG0033","SHERIDAN BEACH 3.7 S, WA US","2020-01-08",,,,
"US1WAKG0033","SHERIDAN BEACH 3.7 S, WA US","2020-01-09",,,,
"US1WAKG0033","SHERIDAN BEACH 3.7 S, WA US","2020-01-11",,,,
"US1WAKG0033","SHERIDAN BEACH 3.7 S, WA US","2020-01-12",,,,
"US1WAKG0033","SHERIDAN BEACH 3.7 S, WA US","2020-01-13",,,,
"US1WAKG0033","SHERIDAN BEACH 3.7 S, WA US","2020-01-14",,,,
"US1WAKG0033","SHERIDAN BEACH 3.7 S, WA US","2020-01-15",,,,
"US1WAKG0033","SHERIDAN BEACH 3.7 S, WA US","2020-01-16",,,,
"US1WAKG0033","SHERIDAN BEACH 3.7 S, WA US","2020-01-17",,,,
"US1WAKG0033","SHERIDAN BEACH 3.7 S, WA US","2020-01-18",,,,
"US1WAKG0033","SHERIDAN BEACH 3.7 S, WA US","2020-01-19",,,,
"US1WAKG0033","SHERIDAN BEACH 3.7 S, WA US","2020-01-20",,,,
"US1WAKG0033","SHERIDAN BEACH 3.7 S, WA US","2020-01-21",,,,
"US1WAKG0033","SHERIDAN BEACH 3.7 S, WA US","2020-01-22",,,,
"US1WAKG0033","SHERIDAN BEACH 3.7 S, WA US","2020-01-23",,,,
"US1WAKG0033","SHERIDAN BEACH 3.7 S, WA US","2020-01-24",,,,
"US1WAKG0033","SHERIDAN BEACH 3.7 S, WA US","2020-01-25",,,,
"US1WAKG0033","SHERIDAN BEACH 3.7 S, WA US","2020-01-26",,,,
"US1WAKG0033","SHERIDAN BEACH 3.7 S, WA US","2020-01-27",,,,
"US1WAKG0033","SHERIDAN BEACH 3.7 S, WA US","2020-01-28",,,,
"US1WAKG0033","SHERIDAN BEACH 3.7 S, WA US","2020-01-29",,,,
"US1WAKG0033","SHERIDAN BEACH 3.7 S, WA US","2020-01-30",,,,
"US1WAKG0033","SHERIDAN BEACH 3.7 S, WA US","2020-01-31",,,,
"US1WAKG0154","REDMOND 6.2 ESE, WA US","2020-01-01",,,,
"US1WAKG0154","REDMOND 6.2 ESE, WA US","2020-01-02",,,,
"US1WAKG0154","REDMOND 6.2 ESE, WA US","2020-01-03",,,,
"US1WAKG0154","REDMOND 6.2 ESE, WA US","2020-01-04",,,,
"US1WAKG0154","REDMOND 6.2 ESE, WA US","2020-01-05",,,,
"US1WAKG0154","REDMOND 6.2 ESE, WA US","2020-01-06",,,,
"US1WAKG0154","REDMOND 6.2 ESE, WA US","2020-01-07",,,,
"US1WAKG0154","REDMOND 6.2 ESE, WA US","2020-01-08",,,,
"US1WAKG0154","REDMOND 6.2 ESE, WA US","2020-01-09",,,,
"US1WAKG0154","REDMOND 6.2 ESE, WA US","2020-01-10",,,,
"US1WAKG0154","REDMOND 6.2 ESE, WA US","2020-01-11",,,,
"US1WAKG0154","REDMOND 6.2 ESE, WA US","2020-01-12",,,,
"US1WAKG0154","REDMOND 6.2 ESE, WA US","2020-01-13",,,,
"US1WAKG0154","REDMOND 6.2 ESE, WA US","2020-01-14",,,,
"US1WAKG0154","REDMOND 6.2 ESE, WA US","2020-01-15",,,,
"US1WAKG0154","REDMOND 6.2 ESE, WA US","2020-01-16",,,,
"US1WAKG0154","REDMOND 6.2 ESE, WA US","2020-01-17",,,,
"US1WAKG0154","REDMOND 6.2 ESE, WA US","2020-01-18",,,,
"US1WAKG0154","REDMOND 6.2 ESE, WA US","2020-01-19",,,,
"US1WAKG0154","REDMOND 6.2 ESE, WA US","2020-01-20",,,,
"US1WAKG0154","REDMOND 6.2 ESE, WA US","2020-01-21",,,,
"US1WAKG0154","REDMOND 6.2 ESE, WA US","2020-01-22",,,,
"US1WAKG0154","REDMOND 6.2 ESE, WA US","2020-01-23",,,,
"US1WAKG0154","REDMOND 6.2 ESE, WA US","2020-01-24",,,,
"US1WAKG0154","REDMOND 6.2 ESE, WA US","2020-01-25",,,,
"US1WAKG0154","REDMOND 6.2 ESE, WA US","2020-01-28",,,,
"US1WAKG0154","REDMOND 6.2 ESE, WA US","2020-01-29",,,,
"US1WAKG0154","REDMOND 6.2 ESE, WA US","2020-01-30",,,,
"US1WAKG0154","REDMOND 6.2 ESE, WA US","2020-01-31",,,,
"US1WAKG0231","BELLEVUE 1.1 SE, WA US","2020-01-02",,,,
"US1WAKG0231","BELLEVUE 1.1 SE, WA US","2020-01-03",,,,
"US1WAKG0231","BELLEVUE 1.1 SE, WA US","2020-01-12",,,,
"US1WAKG0231","BELLEVUE 1.1 SE, WA US","2020-01-16",,,,
"US1WAKG0231","BELLEVUE 1.1 SE, WA US","2020-01-17",,,,
"US1WAKG0231","BELLEVUE 1.1 SE, WA US","2020-01-18",,,,
"US1WAKG0231","BELLEVUE 1.1 SE, WA US","2020-01-19",,,,
"US1WAKG0231","BELLEVUE 1.1 SE, WA US","2020-01-21",,,,
"US1WAKG0231","BELLEVUE 1.1 SE, WA US","2020-01-22",,,,
"US1WAKG0231","BELLEVUE 1.1 SE, WA US","2020-01-23",,,,
"US1WAKG0231","BELLEVUE 1.1 SE, WA US","2020-01-24",,,,
"US1WAKG0231","BELLEVUE 1.1 SE, WA US","2020-01-25",,,,
"US1WAKG0231","BELLEVUE 1.1 SE, WA US","2020-01-26",,,,
"US1WAKG0231","BELLEVUE 1.1 SE, WA US","2020-01-27",,,,
"US1WAKG0231","BELLEVUE 1.1 SE, WA US","2020-01-28",,,,
"US1WAKG0231","BELLEVUE 1.1 SE, WA US","2020-01-29",,,,
"US1WAKG0231","BELLEVUE 1.1 SE, WA US","2020-01-30",,,,
"US1WAKG0231","BELLEVUE 1.1 SE, WA US","2020-01-31",,,,
"US1WAKG0072","SEATTLE 4.2 SW, WA US","2020-01-07",,,,
"US1WAKG0072","SEATTLE 4.2 SW, WA US","2020-01-08",,,,
"US1WAKG0072","SEATTLE 4.2 SW, WA US","2020-01-09",,,,
"US1WAKG0072","SEATTLE 4.2 SW, WA US","2020-01-10",,,,
"US1WAKG0072","SEATTLE 4.2 SW, WA US","2020-01-17",,,,
"US1WAKG0072","SEATTLE 4.2 SW, WA US","2020-01-18",,,,
"US1WAKG0072","SEATTLE 4.2 SW, WA US","2020-01-19",,,,
"US1WAKG0072","SEATTLE 4.2 SW, WA US","2020-01-20",,,,
"US1WAKG0072","SEATTLE 4.2 SW, WA US","2020-01-22",,,,
"US1WAKG0072","SEATTLE 4.2 SW, WA US","2020-01-23",,,,
"US1WAKG0072","SEATTLE 4.2 SW, WA US","2020-01-24",,,,
"US1WAKG0072","SEATTLE 4.2 SW, WA US","2020-01-25",,,,
"US1WAKG0072","SEATTLE 4.2 SW, WA US","2020-01-26",,,,
"US1WAKG0072","SEATTLE 4.2 SW, WA US","2020-01-27",,,,
"US1WAKG0072","SEATTLE 4.2 SW, WA US","2020-01-28",,,,
"US1WAKG0072","SEATTLE 4.2 SW, WA US","2020-01-29",,,,
"US1WAKG0072","SEATTLE 4.2 SW, WA US","2020-01-30",,,,
"US1WAKG0072","SEATTLE 4.2 SW, WA US","2020-01-31",,,,
"US1WAKG0094","BELLEVUE 2.3 SSE, WA US","2020-01-01",,,,
"US1WAKG0094","BELLEVUE 2.3 SSE, WA US","2020-01-02",,,,
"US1WAKG0094","BELLEVUE 2.3 SSE, WA US","2020-01-03",,,,
"US1WAKG0094","BELLEVUE 2.3 SSE, WA US","2020-01-04",,,,
"US1WAKG0094","BELLEVUE 2.3 SSE, WA US","2020-01-05",,,,
"US1WAKG0094","BELLEVUE 2.3 SSE, WA US","2020-01-06",,,,
"US1WAKG0094","BELLEVUE 2.3 SSE, WA US","2020-01-07",,,,
"US1WAKG0094","BELLEVUE 2.3 SSE, WA US","2020-01-08",,,,
"US1WAKG0094","BELLEVUE 2.3 SSE, WA US","2020-01-09",,,,
"US1WAKG0094","BELLEVUE 2.3 SSE, WA US","2020-01-10",,,,
"US1WAKG0094","BELLEVUE 2.3 SSE, WA US","2020-01-11",,,,
"US1WAKG0094","BELLEVUE 2.3 SSE, WA US","2020-01-12",,,,
"US1WAKG0094","BELLEVUE 2.3 SSE, WA US","2020-01-13",,,,
"US1WAKG0094","BELLEVUE 2.3 SSE, WA US","2020-01-14",,,,
"US1WAKG0094","BELLEVUE 2.3 SSE, WA US","2020-01-15",,,,
"US1WAKG0094","BELLEVUE 2.3 SSE, WA US","2020-01-16",,,,
"US1WAKG0094","BELLEVUE 2.3 SSE, WA US","2020-01-17",,,,
"US1WAKG0094","BELLEVUE 2.3 SSE, WA US","2020-01-18",,,,
"US1WAKG0094","BELLEVUE 2.3 SSE, WA US","2020-01-19",,,,
"US1WAKG0094","BELLEVUE 2.3 SSE, WA US","2020-01-20",,,,
"US1WAKG0094","BELLEVUE 2.3 SSE, WA US","2020-01-21",,,,
"US1WAKG0094","BELLEVUE 2.3 SSE, WA US","2020-01-22",,,,
"US1WAKG0094","BELLEVUE 2.3 SSE, WA US","2020-01-23",,,,
"US1WAKG0094","BELLEVUE 2.3 SSE, WA US","2020-01-24",,,,
"US1WAKG0094","BELLEVUE 2.3 SSE, WA US","2020-01-25",,,,
"US1WAKG0094","BELLEVUE 2.3 SSE, WA US","2020-01-26",,,,
"US1WAKG0094","BELLEVUE 2.3 SSE, WA US","2020-01-27",,,,
"US1WAKG0094","BELLEVUE 2.3 SSE, WA US","2020-01-28",,,,
"US1WAKG0094","BELLEVUE 2.3 SSE, WA US","2020-01-29",,,,
"US1WAKG0094","BELLEVUE 2.3 SSE, WA US","2020-01-30",,,,
"US1WAKG0094","BELLEVUE 2.3 SSE, WA US","2020-01-31",,,,
"US1WAKG0051","KENMORE 0.9 WNW, WA US","2020-01-01",,,,
"US1WAKG0051","KENMORE 0.9 WNW, WA US","2020-01-02",,,,
"US1WAKG0051","KENMORE 0.9 WNW, WA US","2020-01-03",,,,
"US1WAKG0051","KENMORE 0.9 WNW, WA US","2020-01-04",,,,
"US1WAKG0051","KENMORE 0.9 WNW, WA US","2020-01-05",,,,
"US1WAKG0051","KENMORE 0.9 WNW, WA US","2020-01-06",,,,
"US1WAKG0051","KENMORE 0.9 WNW, WA US","2020-01-07",,,,
"US1WAKG0051","KENMORE 0.9 WNW, WA US","2020-01-08",,,,
"US1WAKG0051","KENMORE 0.9 WNW, WA US","2020-01-09",,,,
"US1WAKG0051","KENMORE 0.9 WNW, WA US","2020-01-10",,,,
"US1WAKG0051","KENMORE 0.9 WNW, WA US","2020-01-12",,,,
"US1WAKG0051","KENMORE 0.9 WNW, WA US","2020-01-13",,,,
"US1WAKG0051","KENMORE 0.9 WNW, WA US","2020-01-18",,,,
"US1WAKG0051","KENMORE 0.9 WNW, WA US","2020-01-19",,,,
"US1WAKG0051","KENMORE 0.9 WNW, WA US","2020-01-20",,,,
"US1WAKG0051","KENMORE 0.9 WNW, WA US","2020-01-21",,,,
"US1WAKG0051","KENMORE 0.9 WNW, WA US","2020-01-22",,,,
"US1WAKG0051","KENMORE 0.9 WNW, WA US","2020-01-23",,,,
"US1WAKG0051","KENMORE 0.9 WNW, WA US","2020-01-24",,,,
"US1WAKG0051","KENMORE 0.9 WNW, WA US","2020-01-25",,,,
"US1WAKG0051","KENMORE 0.9 WNW, WA US","2020-01-26",,,,
"US1WAKG0051","KENMORE 0.9 WNW, WA US","2020-01-27",,,,
"US1WAKG0051","KENMORE 0.9 WNW, WA US","2020-01-28",,,,
"US1WAKG0051","KENMORE 0.9 WNW, WA US","2020-01-29",,,,
"US1WAKG0051","KENMORE 0.9 WNW, WA US","2020-01-30",,,,
"US1WAKG0051","KENMORE 0.9 WNW, WA US","2020-01-31",,,,
"USW00094290","SEATTLE SAND POINT WEATHER FORECAST OFFICE, WA US","2020-01-01",,"54","43",
"USW00094290","SEATTLE SAND POINT WEATHER FORECAST OFFICE, WA US","2020-01-02",,"50","40",
"USW00094290","SEATTLE SAND POINT WEATHER FORECAST OFFICE, WA US","2020-01-03",,"59","46",
"USW00094290","SEATTLE SAND POINT WEATHER FORECAST OFFICE, WA US","2020-01-04",,"48","41",
"USW00094290","SEATTLE SAND POINT WEATHER FORECAST OFFICE, WA US","2020-01-05",,"47","42",
"USW00094290","SEATTLE SAND POINT WEATHER FORECAST OFFICE, WA US","2020-01-06",,"51","41",
"USW00094290","SEATTLE SAND POINT WEATHER FORECAST OFFICE, WA US","2020-01-07",,"54","47",
"USW00094290","SEATTLE SAND POINT WEATHER FORECAST OFFICE, WA US","2020-01-08",,"47","34",
"USW00094290","SEATTLE SAND POINT WEATHER FORECAST OFFICE, WA US","2020-01-09",,"42","33",
"USW00094290","SEATTLE SAND POINT WEATHER FORECAST OFFICE, WA US","2020-01-10",,"46","36",
"USW00094290","SEATTLE SAND POINT WEATHER FORECAST OFFICE, WA US","2020-01-11",,"45","40",
"USW00094290","SEATTLE SAND POINT WEATHER FORECAST OFFICE, WA US","2020-01-12",,"44","32",
"USW00094290","SEATTLE SAND POINT WEATHER FORECAST OFFICE, WA US","2020-01-13",,"34","29",
"USW00094290","SEATTLE SAND POINT WEATHER FORECAST OFFICE, WA US","2020-01-14",,"37","28",
"USW00094290","SEATTLE SAND POINT WEATHER FORECAST OFFICE, WA US","2020-01-15",,"44","34",
"USW00094290","SEATTLE SAND POINT WEATHER FORECAST OFFICE, WA US","2020-01-16",,"46","33",
"USW00094290","SEATTLE SAND POINT WEATHER FORECAST OFFICE, WA US","2020-01-17",,"42","32",
"USW00094290","SEATTLE SAND POINT WEATHER FORECAST OFFICE, WA US","2020-01-18",,"50","39",
"USW00094290","SEATTLE SAND POINT WEATHER FORECAST OFFICE, WA US","2020-01-19",,"52","40",
"USW00094290","SEATTLE SAND POINT WEATHER FORECAST OFFICE, WA US","2020-01-20",,"51","40",
"USW00094290","SEATTLE SAND POINT WEATHER FORECAST OFFICE, WA US","2020-01-21",,"50","42",
"USW00094290","SEATTLE SAND POINT WEATHER FORECAST OFFICE, WA US","2020-01-22",,"47","42",
"USW00094290","SEATTLE SAND POINT WEATHER FORECAST OFFICE, WA US","2020-01-23",,"53","46",
"USW00094290","SEATTLE SAND POINT WEATHER FORECAST OFFICE, WA US","2020-01-24",,"52","46",
"USW00094290","SEATTLE SAND POINT WEATHER FORECAST OFFICE, WA US","2020-01-25",,"51","44",
"USW00094290","SEATTLE SAND POINT WEATHER FORECAST OFFICE, WA US","2020-01-26",,"55","45",
"USW00094290","SEATTLE SAND POINT WEATHER FORECAST OFFICE, WA US","2020-01-27",,"53","43",
"USW00094290","SEATTLE SAND POINT WEATHER FORECAST OFFICE, WA US","2020-01-28",,"53","44",
"USW00094290","SEATTLE SAND POINT WEATHER FORECAST OFFICE, WA US","2020-01-29",,"48","39",
"USW00094290","SEATTLE SAND POINT WEATHER FORECAST OFFICE, WA US","2020-01-30",,"48","40",
"USW00094290","SEATTLE SAND POINT WEATHER FORECAST OFFICE, WA US","2020-01-31",,"57","48",
"US1WAKG0192","SEATTLE 5.6 N, WA US","2020-01-01",,,,
"US1WAKG0192","SEATTLE 5.6 N, WA US","2020-01-02",,,,
"US1WAKG0192","SEATTLE 5.6 N, WA US","2020-01-03",,,,
"US1WAKG0192","SEATTLE 5.6 N, WA US","2020-01-04",,,,
"US1WAKG0192","SEATTLE 5.6 N, WA US","2020-01-05",,,,
"US1WAKG0192","SEATTLE 5.6 N, WA US","2020-01-07",,,,
"US1WAKG0192","SEATTLE 5.6 N, WA US","2020-01-08",,,,
"US1WAKG0192","SEATTLE 5.6 N, WA US","2020-01-09",,,,
"US1WAKG0192","SEATTLE 5.6 N, WA US","2020-01-10",,,,
"US1WAKG0192","SEATTLE 5.6 N, WA US","2020-01-11",,,,
"US1WAKG0192","SEATTLE 5.6 N, WA US","2020-01-12",,,,
"US1WAKG0192","SEATTLE 5.6 N, WA US","2020-01-13",,,,
"US1WAKG0192","SEATTLE 5.6 N, WA US","2020-01-14",,,,
"US1WAKG0192","SEATTLE 5.6 N, WA US","2020-01-15",,,,
"US1WAKG0192","SEATTLE 5.6 N, WA US","2020-01-16",,,,
"US1WAKG0192","SEATTLE 5.6 N, WA US","2020-01-17",,,,
"US1WAKG0192","SEATTLE 5.6 N, WA US","2020-01-18",,,,
"US1WAKG0192","SEATTLE 5.6 N, WA US","2020-01-19",,,,
"US1WAKG0192","SEATTLE 5.6 N, WA US","2020-01-20",,,,
"US1WAKG0192","SEATTLE 5.6 N, WA US","2020-01-21",,,,
"US1WAKG0192","SEATTLE 5.6 N, WA US","2020-01-22",,,,
"US1WAKG0192","SEATTLE 5.6 N, WA US","2020-01-23",,,,
"US1WAKG0192","SEATTLE 5.6 N, WA US","2020-01-24",,,,
"US1WAKG0192","SEATTLE 5.6 N, WA US","2020-01-25",,,,
"US1WAKG0192","SEATTLE 5.6 N, WA US","2020-01-26",,,,
"US1WAKG0192","SEATTLE 5.6 N, WA US","2020-01-27",,,,
"US1WAKG0192","SEATTLE 5.6 N, WA US","2020-01-28",,,,
"US1WAKG0192","SEATTLE 5.6 N, WA US","2020-01-29",,,,
"US1WAKG0192","SEATTLE 5.6 N, WA US","2020-01-30",,,,
"US1WAKG0190","SEATTLE 5.3 N, WA US","2020-01-01",,,,
"US1WAKG0190","SEATTLE 5.3 N, WA US","2020-01-02",,,,
"US1WAKG0190","SEATTLE 5.3 N, WA US","2020-01-03",,,,
"US1WAKG0190","SEATTLE 5.3 N, WA US","2020-01-04",,,,
"US1WAKG0190","SEATTLE 5.3 N, WA US","2020-01-05",,,,
"US1WAKG0190","SEATTLE 5.3 N, WA US","2020-01-06",,,,
"US1WAKG0190","SEATTLE 5.3 N, WA US","2020-01-07",,,,
"US1WAKG0190","SEATTLE 5.3 N, WA US","2020-01-08",,,,
"US1WAKG0190","SEATTLE 5.3 N, WA US","2020-01-09",,,,
"US1WAKG0190","SEATTLE 5.3 N, WA US","2020-01-13",,,,
"US1WAKG0190","SEATTLE 5.3 N, WA US","2020-01-14",,,,
"US1WAKG0190","SEATTLE 5.3 N, WA US","2020-01-16",,,,
"US1WAKG0190","SEATTLE 5.3 N, WA US","2020-01-17",,,,
"US1WAKG0190","SEATTLE 5.3 N, WA US","2020-01-18",,,,
"US1WAKG0190","SEATTLE 5.3 N, WA US","2020-01-19",,,,
"US1WAKG0190","SEATTLE 5.3 N, WA US","2020-01-20",,,,
"US1WAKG0190","SEATTLE 5.3 N, WA US","2020-01-21",,,,
"US1WAKG0190","SEATTLE 5.3 N, WA US","2020-01-22",,,,
"US1WAKG0190","SEATTLE 5.3 N, WA US","2020-01-23",,,,
"US1WAKG0190","SEATTLE 5.3 N, WA US","2020-01-24",,,,
"US1WAKG0190","SEATTLE 5.3 N, WA US","2020-01-25",,,,
"US1WAKG0190","SEATTLE 5.3 N, WA US","2020-01-26",,,,
"US1WAKG0190","SEATTLE 5.3 N, WA US","2020-01-28",,,,
"US1WAKG0190","SEATTLE 5.3 N, WA US","2020-01-29",,,,
"US1WAKG0190","SEATTLE 5.3 N, WA US","2020-01-30",,,,
"US1WAKG0190","SEATTLE 5.3 N, WA US","2020-01-31",,,,
"US1WASN0021","BRIER 0.7 WSW, WA US","2020-01-02",,,,
"US1WASN0021","BRIER 0.7 WSW, WA US","2020-01-03",,,,
"US1WASN0021","BRIER 0.7 WSW, WA US","2020-01-04",,,,
"US1WASN0021","BRIER 0.7 WSW, WA US","2020-01-05",,,,
"US1WASN0021","BRIER 0.7 WSW, WA US","2020-01-06",,,,
"US1WASN0021","BRIER 0.7 WSW, WA US","2020-01-07",,,,
"US1WASN0021","BRIER 0.7 WSW, WA US","2020-01-09",,,,
"US1WASN0021","BRIER 0.7 WSW, WA US","2020-01-10",,,,
"US1WASN0021","BRIER 0.7 WSW, WA US","2020-01-11",,,,
"US1WASN0021","BRIER 0.7 WSW, WA US","2020-01-12",,,,
"US1WASN0021","BRIER 0.7 WSW, WA US","2020-01-13",,,,
"US1WASN0021","BRIER 0.7 WSW, WA US","2020-01-14",,,,
"US1WASN0021","BRIER 0.7 WSW, WA US","2020-01-15",,,,
"US1WASN0021","BRIER 0.7 WSW, WA US","2020-01-16",,,,
"US1WASN0021","BRIER 0.7 WSW, WA US","2020-01-18",,,,
"US1WASN0021","BRIER 0.7 WSW, WA US","2020-01-20",,,,
"US1WASN0021","BRIER 0.7 WSW, WA US","2020-01-21",,,,
"US1WASN0021","BRIER 0.7 WSW, WA US","2020-01-22",,,,
"US1WASN0021","BRIER 0.7 WSW, WA US","2020-01-23",,,,
"US1WASN0021","BRIER 0.7 WSW, WA US","2020-01-24",,,,
"US1WASN0021","BRIER 0.7 WSW, WA US","2020-01-28",,,,
"US1WASN0021","BRIER 0.7 WSW, WA US","2020-01-29",,,,
"US1WASN0021","BRIER 0.7 WSW, WA US","2020-01-30",,,,
"US1WASN0021","BRIER 0.7 WSW, WA US","2020-01-31",,,,
"US1WASN0087","BOTHELL 5.4 N, WA US","2020-01-01",,,,
"US1WASN0087","BOTHELL 5.4 N, WA US","2020-01-02",,,,
"US1WASN0087","BOTHELL 5.4 N, WA US","2020-01-03",,,,
"US1WASN0087","BOTHELL 5.4 N, WA US","2020-01-04",,,,
"US1WASN0087","BOTHELL 5.4 N, WA US","2020-01-05",,,,
"US1WASN0087","BOTHELL 5.4 N, WA US","2020-01-06",,,,
"US1WASN0087","BOTHELL 5.4 N, WA US","2020-01-07",,,,
"US1WASN0087","BOTHELL 5.4 N, WA US","2020-01-08",,,,
"US1WASN0087","BOTHELL 5.4 N, WA US","2020-01-09",,,,
"US1WASN0087","BOTHELL 5.4 N, WA US","2020-01-10",,,,
"US1WASN0087","BOTHELL 5.4 N, WA US","2020-01-11",,,,
"US1WASN0087","BOTHELL 5.4 N, WA US","2020-01-12",,,,
"US1WASN0087","BOTHELL 5.4 N, WA US","2020-01-13",,,,
"US1WASN0087","BOTHELL 5.4 N, WA US","2020-01-14",,,,
"US1WASN0087","BOTHELL 5.4 N, WA US","2020-01-15",,,,
"US1WASN0087","BOTHELL 5.4 N, WA US","2020-01-16",,,,
"US1WASN0087","BOTHELL 5.4 N, WA US","2020-01-17",,,,
"US1WASN0087","BOTHELL 5.4 N, WA US","2020-01-18",,,,
"US1WASN0087","BOTHELL 5.4 N, WA US","2020-01-19",,,,
"US1WASN0087","BOTHELL 5.4 N, WA US","2020-01-20",,,,
